id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1502487999824732169,1502487999824732169,2022-03-11 22:33:48 Eastern Standard Time,2022-03-11,22:33:48,-0400,17463660,glengilmore,Glen Gilmore | 🥽Metaverse 🕳🐇 #ADF2022,,Do We Really Need #Metaverse #FashionWeek ?   https://t.co/fQuAStDnqx by Karl Thomas Smith @highsnobiety 🥽 👠   via @bimedotcom #AI #FashionTech #VR #NFTs #web3 #Decentraland #fashion #virtualfahion #digitalfashion  https://t.co/y8rkDLNWtj,en,"[{'screen_name': 'highsnobiety', 'name': 'highsnobiety', 'id': '11319582'}, {'screen_name': 'bimedotcom', 'name': 'businessintelligence', 'id': '1546164530'}]",['http://bit.ly/3vVPpNe'],['https://pbs.twimg.com/media/FNno3sdX0AYFJBl.jpg'],2,6,13,"['metaverse', 'fashionweek', 'ai', 'fashiontech', 'vr', 'nfts', 'web3', 'decentraland', 'fashion', 'virtualfahion', 'digitalfashion']",[],https://twitter.com/GlenGilmore/status/1502487999824732169,False,,1,https://pbs.twimg.com/media/FNno3sdX0AYFJBl.jpg,,,,,,,[],,,,
1502476929651417089,1502475270179241987,2022-03-11 21:49:49 Eastern Standard Time,2022-03-11,21:49:49,-0400,1009613448,chriskatje,Chris Katje (Chrisopedia),,"@CaleCrypto NFT Worlds, Decentraland",en,[],[],[],1,0,1,[],[],https://twitter.com/chriskatje/status/1502476929651417089,False,,0,,,,,,,,"[{'screen_name': 'CaleCrypto', 'name': 'Cale 🥬', 'id': '1379240803441197059'}]",,,,
1502469407691649024,1502467659438428160,2022-03-11 21:19:55 Eastern Standard Time,2022-03-11,21:19:55,-0400,167219459,mr_a1hunt,LongTerm Crypto Enthusiast,,@AshleyDCan drinks on me ... the #decentraland way. 😎🍷,en,[],[],[],0,0,1,['decentraland'],[],https://twitter.com/Mr_A1Hunt/status/1502469407691649024,False,,0,,,,,,,,"[{'screen_name': 'AshleyDCan', 'name': 'AshleyDCanᵍᵐⓣ', 'id': '2872584449'}]",,,,
1502414828232921088,1502414828232921088,2022-03-11 17:43:03 Eastern Standard Time,2022-03-11,17:43:03,-0400,59397347,courrierjapon,クーリエ・ジャポン,,私たちは我が家と呼べる場所が欲しくないのだろうか？　今や、ますます多くの人が、この大地の上にごく小さな家ですら購入する余裕をなくしている。それなら、Decentralandに宮殿を購入すればいいではないか。  https://t.co/pcJu6V1E8A,ja,[],['http://courrier.jp/columns/281395/'],[],0,2,1,[],[],https://twitter.com/CourrierJapon/status/1502414828232921088,False,,0,,,,,,,,[],,,,
1502409796330348545,1502409796330348545,2022-03-11 17:23:03 Eastern Standard Time,2022-03-11,17:23:03,-0400,15210087,charliefink,Charlie Fink,,"The #Honda-owned carmaker's showroom in the #metaverse will open on March 22, dubbed #Acura of #Decentraland, where fans can explore the Integra vehicle's features   Acura rolls into metaverse with #NFT, first virtual showroom  https://t.co/WhPGZcEwc2  https://t.co/kmziN3443G",en,[],['https://bit.ly/3KEU4qK'],['https://pbs.twimg.com/media/FNmhv2SXEAkCwkG.jpg'],1,4,8,"['honda', 'metaverse', 'acura', 'decentraland', 'nft']",[],https://twitter.com/CharlieFink/status/1502409796330348545,False,,1,https://pbs.twimg.com/media/FNmhv2SXEAkCwkG.jpg,,,,,,,[],,,,
1502397572907995139,1502397571490271234,2022-03-11 16:34:29 Eastern Standard Time,2022-03-11,16:34:29,-0400,3076212136,mariogabriele,Mario Gabriele,,I did a deep-dive into @decentraland at the start of this year if you're looking to learn more!   One of @thegeneralistco most read pieces 👇   https://t.co/JbfkhYytyJ,en,"[{'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}, {'screen_name': 'thegeneralistco', 'name': 'the generalist', 'id': '1302682666232410113'}]",['https://www.readthegeneralist.com/briefing/decentraland'],[],0,1,10,[],[],https://twitter.com/mariogabriele/status/1502397572907995139,False,,0,,,,,,,,[],,,,
1502397571490271234,1502397571490271234,2022-03-11 16:34:28 Eastern Standard Time,2022-03-11,16:34:28,-0400,3076212136,mariogabriele,Mario Gabriele,,"You can now buy...Sketchers in the metaverse?  Like the rest of crypto, 2022 has been tough on Decentraland's token prices but it seems to keep attracting new, relevant buyers.  https://t.co/hodFIvpR8m",en,[],[],['https://pbs.twimg.com/media/FNmV8z3XIAAI1ur.jpg'],3,0,20,[],[],https://twitter.com/mariogabriele/status/1502397571490271234,False,,1,https://pbs.twimg.com/media/FNmV8z3XIAAI1ur.jpg,,,,,,,[],,,,
1502353183804432384,1502300242552803337,2022-03-11 13:38:06 Eastern Standard Time,2022-03-11,13:38:06,-0400,18803650,bryanbrinkman,Bryan Brinkman,,"@TheMatthewA @niftygateway Thanks so much! FYI that also automatically comes with access to a custom @rarerooms, and if you DM me your ETH address, ill send you a @decentraland wearable :)",en,"[{'screen_name': 'rarerooms', 'name': 'rarerooms', 'id': '1333869545556234242'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]",[],[],1,1,2,[],[],https://twitter.com/bryanbrinkman/status/1502353183804432384,False,,0,,,,,,,,"[{'screen_name': 'TheMatthewA', 'name': 'Matthew A Brown', 'id': '94457461'}, {'screen_name': 'niftygateway', 'name': 'Nifty Gateway', 'id': '1053795166199238656'}]",,,,
1502336054765916161,1502336054765916161,2022-03-11 12:30:02 Eastern Standard Time,2022-03-11,12:30:02,-0400,982364348038303744,vauldofficial,Vauld,,"Jogging In The Metaverse? Skechers Has A Store Opening In #Decentraland  ""Skechers leased a 5,000-square-feet space equivalent on Fashion Street Estate in Decentraland.""  #MANA",en,[],[],[],1,0,3,"['decentraland', 'mana']",[],https://twitter.com/VauldOfficial/status/1502336054765916161,False,,0,,,,,,,,[],,,,
1502332522189012999,1502332522189012999,2022-03-11 12:15:59 Eastern Standard Time,2022-03-11,12:15:59,-0400,30070288,exame,exame,,"Após Samsung, 3ª maior marca de tênis entra para o metaverso Decentraland  https://t.co/Y0qS84ejUK",pt,[],['https://classic.exame.com/future-of-money/apos-samsung-3a-maior-marca-de-tenis-entra-para-o-metaverso-decentraland/'],[],1,0,2,[],[],https://twitter.com/exame/status/1502332522189012999,False,,0,,,,,,,,[],,,,
1502320762274959363,1502320762274959363,2022-03-11 11:29:16 Eastern Standard Time,2022-03-11,11:29:16,-0400,14877483,agoracom,AGORACOM - George,,#SmallCap 60: @tokens_com $COIN Says #Metaverse Will Be Next Iteration of #Gaming #SocialMedia And #Shopping  💎 Will replace and improve current screen time  💎 @jpmorgan opened an office in @decentraland   $SMURF $HIVE $ETH  #Crypto #Blockchain #staking #yield #smallcap  https://t.co/KMpvog38ZP,en,"[{'screen_name': 'tokens_com', 'name': 'tokens.com', 'id': '1348722795207946242'}, {'screen_name': 'jpmorgan', 'name': 'j.p. morgan', 'id': '1155522630'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]",[],[],0,3,8,"['smallcap', 'metaverse', 'gaming', 'socialmedia', 'shopping', 'crypto', 'blockchain', 'staking', 'yield', 'smallcap']","['coin', 'smurf', 'hive', 'eth']",https://twitter.com/AGORACOM/status/1502320762274959363,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1502320682633469954/pu/img/tyUN0Wf0DusRRU4i.jpg,,,,,,,[],,,,
1502288768757284869,1502288768757284869,2022-03-11 09:22:08 Eastern Standard Time,2022-03-11,09:22:08,-0400,1025311907786514433,currencycom,Currency.com,,"In the #Metaverse you can buy “land” and decorate it in pretty much any way you want to, using #NFTs  The big two platforms for this are #Decentraland and The #Sandbox. Decentraland uses the $MANA crypto, The Sandbox uses $SAND  Have you ever bought property in the Metaverse?  https://t.co/gBMNqCzURQ",en,[],[],"['https://pbs.twimg.com/media/FNkzqLWX0AQCHeq.jpg', 'https://pbs.twimg.com/media/FNkzrEjXMAUxMq6.jpg']",2,3,13,"['metaverse', 'nfts', 'decentraland', 'sandbox']","['mana', 'sand']",https://twitter.com/CurrencyCom/status/1502288768757284869,False,,1,https://pbs.twimg.com/media/FNkzqLWX0AQCHeq.jpg,,,,,,,[],,,,
1502283201112420355,1502283201112420355,2022-03-11 09:00:00 Eastern Standard Time,2022-03-11,09:00:00,-0400,1462050929834745863,hypebearsclub,HYPEBEARS,,Be sure to claim your exclusive HYPEBEARS hoodie by  @exclusible and rock them on @decentraland  Fill your details &amp; follow the instructions on the link below.  https://t.co/EbrLAu0a8W Do tag us your best screenshot with the hoodie! Note: Will take around 2-3 weeks for the airdrop,en,"[{'screen_name': 'exclusible', 'name': 'exclusible', 'id': '1401858934474956804'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]",['https://gleam.io/rewards/Xm1Y2-hype-bears-decentraland-tshirt-giveaway'],[],1846,14064,9742,[],[],https://twitter.com/hypebearsclub/status/1502283201112420355,False,,0,,,,,,,,[],,,,
1502265745316663306,1502265745316663306,2022-03-11 07:50:39 Eastern Standard Time,2022-03-11,07:50:39,-0400,17463660,glengilmore,Glen Gilmore | 🥽Metaverse 🕳🐇 #ADF2022,,👟 @SKECHERSUSA enters the #metaverse after leasing retail space 🏬 in @decentraland  @Quicktake #decentraland #metaverses #virtualfashion #digitalfashion #fashion #retailtech #futureofwork #digitalmarketing #fashiontech #sneakers     https://t.co/Dr0vF3yMXj,en,"[{'screen_name': 'skechersusa', 'name': 'skechers usa', 'id': '19406332'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}, {'screen_name': 'quicktake', 'name': 'bloomberg quicktake', 'id': '252751061'}]",[],[],1,2,10,"['metaverse', 'decentraland', 'metaverses', 'virtualfashion', 'digitalfashion', 'fashion', 'retailtech', 'futureofwork', 'digitalmarketing', 'fashiontech', 'sneakers']",[],https://twitter.com/GlenGilmore/status/1502265745316663306,False,,1,https://pbs.twimg.com/amplify_video_thumb/1502028326298398723/img/qMlH3dO3nhEVb3Np.jpg,,,,,,,[],,,,
1502254533296201730,1502254533296201730,2022-03-11 07:06:05 Eastern Standard Time,2022-03-11,07:06:05,-0400,252751061,quicktake,Bloomberg Quicktake,,.@SKECHERSUSA is set to enter the metaverse after leasing retail space in @decentraland  https://t.co/CXeMbGdy0N,en,"[{'screen_name': 'skechersusa', 'name': 'skechers usa', 'id': '19406332'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]",[],[],0,2,5,[],[],https://twitter.com/Quicktake/status/1502254533296201730,False,,1,https://pbs.twimg.com/amplify_video_thumb/1502028326298398723/img/qMlH3dO3nhEVb3Np.jpg,,,,,,,[],,,,
1502248992603885568,1502248992603885568,2022-03-11 06:44:04 Eastern Standard Time,2022-03-11,06:44:04,-0400,69620713,markets,Bloomberg Markets,,You won’t need a poker face in this casino—the Decentraland metaverse has a thriving crypto gambling scene that’s become the very heart of its economy  https://t.co/XO8ubbXuvX via @BW,en,"[{'screen_name': 'bw', 'name': 'businessweek', 'id': '67358777'}]",['https://trib.al/L8cIizD'],[],30,21,113,[],[],https://twitter.com/markets/status/1502248992603885568,False,,0,,,,,,,,[],,,,
1502176623021346820,1438194451449589765,2022-03-11 01:56:30 Eastern Standard Time,2022-03-11,01:56:30,-0400,112722463,fifirong,fifirong.eth,,@Nicole29Nixon @decentraland @harrisonfirst @Oble_DCL Love this!!!!,en,[],[],[],0,0,2,[],[],https://twitter.com/fifirong/status/1502176623021346820,False,,0,,,,,,,,"[{'screen_name': 'Nicole29Nixon', 'name': 'NicoleNixon🍕 🏀', 'id': '1371520325264015360'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}, {'screen_name': 'harrisonfirst', 'name': 'Harrisonfirst.eth', 'id': '154926595'}, {'screen_name': 'Oble_DCL', 'name': 'Oble', 'id': '1385577983428243458'}]",,,,
1502160873120415746,1502160873120415746,2022-03-11 00:53:55 Eastern Standard Time,2022-03-11,00:53:55,-0400,978732571738755072,themooncarl,The Moon,,JUST IN: Skechers to set up a virtual showroom in Decentraland $MANA.,en,[],[],[],318,96,707,[],['mana'],https://twitter.com/TheMoonCarl/status/1502160873120415746,False,,0,,,,,,,,[],,,,
1502158946466811904,1501969984976789504,2022-03-11 00:46:16 Eastern Standard Time,2022-03-11,00:46:16,-0400,105657151,krista_kim,Krista Kim,,@the_fab_ric_ant @decentraland @bleakley_noah 🚀🚀🚀,und,[],[],[],0,0,2,[],[],https://twitter.com/Krista_Kim/status/1502158946466811904,False,,0,,,,,,,,"[{'screen_name': 'the_fab_ric_ant', 'name': 'The Fabricant', 'id': '1053725893666004993'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}, {'screen_name': 'bleakley_noah', 'name': 'Noah20Bleaks🆙ꁴ', 'id': '1488343024958681088'}]",,,,
1502138723219083272,1502138723219083272,2022-03-10 23:25:54 Eastern Standard Time,2022-03-10,23:25:54,-0400,17892571,iamchrisstylez,Chris Stylez,,in case you missed it.. Live DJ Sets ‘You Should Know Vol. 3’ on #SoundCloud | s/o @EveryRealm + @DCLBabydolls + everyone else who came to party in the Metaverse #Decentraland #SecretCoords #np  https://t.co/lBiRilYbQH,en,"[{'screen_name': 'everyrealm', 'name': 'everyrealm', 'id': '787429086066991104'}, {'screen_name': 'dclbabydolls', 'name': 'dcl babydolls', 'id': '1472262285234036742'}]",['https://soundcloud.com/user-187758945/2022-03-10-secret-coord-x-everyrealm-x-chris-stylez?utm_source=twitter&utm_medium=post&utm_campaign=social_sharing'],[],0,6,10,"['soundcloud', 'decentraland', 'secretcoords', 'np']",[],https://twitter.com/IAmChrisStylez/status/1502138723219083272,False,,0,,,,,,,,[],,,,
1502051673056886791,1502051673056886791,2022-03-10 17:40:00 Eastern Standard Time,2022-03-10,17:40:00,-0400,226019699,marketingdive,Marketing Dive,,"Fans can explore the Integra's features in @Acura of Decentraland, play a racing game and browse a new wearable collection designed by an NFT artist.  https://t.co/e3VgmFYu67",en,"[{'screen_name': 'acura', 'name': 'acura', 'id': '24277513'}]",['https://bit.ly/3tQWv33'],[],0,1,1,[],[],https://twitter.com/marketingdive/status/1502051673056886791,False,,0,,,,,,,,[],,,,
1502049471051575321,1502049471051575321,2022-03-10 17:31:15 Eastern Standard Time,2022-03-10,17:31:15,-0400,106492441,hireztherapper,Piggy Smalls,,"We now own a large apartment in Worldwide Webb. No rapper owns as much land as we do. Hog Homies taking over rap web 3. Sandbox, Decentraland, now WWW and more soon. Events, concerts, NFT launches, giveaways, release parties, custom wearables, coming to a metaverse near you.  https://t.co/K7CI0Mh1Vk",en,[],[],['https://pbs.twimg.com/media/FNhXijkXwAAzvi2.jpg'],14,1624,1474,[],[],https://twitter.com/HiRezTheRapper/status/1502049471051575321,False,,1,https://pbs.twimg.com/media/FNhXijkXwAAzvi2.jpg,,,,,,,[],,,,
1502028597791449091,1502028597791449091,2022-03-10 16:08:18 Eastern Standard Time,2022-03-10,16:08:18,-0400,252751061,quicktake,Bloomberg Quicktake,,.@SKECHERSUSA is entering the metaverse after leasing a retail space in @decentraland  https://t.co/ceJPvFLWnM,en,"[{'screen_name': 'skechersusa', 'name': 'skechers usa', 'id': '19406332'}, {'screen_name': 'decentraland', 'name': 'decentraland', 'id': '3291830170'}]",[],[],0,1,4,[],[],https://twitter.com/Quicktake/status/1502028597791449091,False,,1,https://pbs.twimg.com/amplify_video_thumb/1502028326298398723/img/qMlH3dO3nhEVb3Np.jpg,,,,,,,[],,,,
1502018980340449288,1502018980340449288,2022-03-10 15:30:05 Eastern Standard Time,2022-03-10,15:30:05,-0400,719472337,cathyhackl,CathyHackl.eth- Godmother Of The Metaverse,,Called #ViceVerse the new virtual headquarters has been built for vice media group in #decentraland’s open #DigitalWorld platform.   bjarke ingels designs an #office in the #metaverse for #vice media group  https://t.co/rVWOmPsG60  https://t.co/olYhWSEG0r,en,[],['https://www.designboom.com/architecture/bjarke-ingels-office-in-the-metaverse-vice-media-group-03-07-2022/'],['https://pbs.twimg.com/media/FNg-TR5WYAYUDd7.jpg'],5,6,33,"['viceverse', 'decentraland', 'digitalworld', 'office', 'metaverse', 'vice']",[],https://twitter.com/CathyHackl/status/1502018980340449288,False,,1,https://pbs.twimg.com/media/FNg-TR5WYAYUDd7.jpg,,,,,,,[],,,,
1501991529929482247,1501991529929482247,2022-03-10 13:41:01 Eastern Standard Time,2022-03-10,13:41:01,-0400,1387497871751196672,watcherguru,Watcher.Guru,,JUST IN: Skechers has signed a lease in the Fashion District of the #Decentraland metaverse.,en,[],[],[],162,164,1187,['decentraland'],[],https://twitter.com/WatcherGuru/status/1501991529929482247,False,,0,,,,,,,,[],,,,
1501985521941233664,1501697803247964165,2022-03-10 13:17:08 Eastern Standard Time,2022-03-10,13:17:08,-0400,21771022,evancarmichael,Evan Carmichael #Believe,,@0xApes_NFT @leighespy @decentraland @kibbak82 Congrats 💕,en,[],[],[],0,0,0,[],[],https://twitter.com/EvanCarmichael/status/1501985521941233664,False,,0,,,,,,,,"[{'screen_name': '0xApes_NFT', 'name': '0xApes', 'id': '1474048827938201603'}, {'screen_name': 'leighespy', 'name': 'Leigh Espy', 'id': '86752790'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}, {'screen_name': 'kibbak82', 'name': 'kibbak', 'id': '487883544'}]",,,,
1501934787770011650,1501238640327933960,2022-03-10 09:55:32 Eastern Standard Time,2022-03-10,09:55:32,-0400,750074634381524996,weareallbright,AllBright,,@reemillustrates @decentraland Thank you!! We can't wait to reveal more soon 😍,en,[],[],[],1,0,1,[],[],https://twitter.com/weareAllBright/status/1501934787770011650,False,,0,,,,,,,,"[{'screen_name': 'reemillustrates', 'name': 'Reem', 'id': '1176921680343703552'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}]",,,,
1501934721936216070,1501238640327933960,2022-03-10 09:55:16 Eastern Standard Time,2022-03-10,09:55:16,-0400,750074634381524996,weareallbright,AllBright,,@moothyroothy @decentraland 😆 She fancy! 🔥,en,[],[],[],0,0,0,[],[],https://twitter.com/weareAllBright/status/1501934721936216070,False,,0,,,,,,,,"[{'screen_name': 'moothyroothy', 'name': 'Ruth M', 'id': '14301123'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}]",,,,
1501934528901771280,1501238640327933960,2022-03-10 09:54:30 Eastern Standard Time,2022-03-10,09:54:30,-0400,750074634381524996,weareallbright,AllBright,,@NonFungibleRing @decentraland Thank you! Happy #IWD all day/week/year 😍,en,[],[],[],0,0,1,['iwd'],[],https://twitter.com/weareAllBright/status/1501934528901771280,False,,0,,,,,,,,"[{'screen_name': 'NonFungibleRing', 'name': 'NonFungibleRings 💎💍 | On OpenSea', 'id': '1468403288999874560'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}]",,,,
1501895859415486464,1501169432160350211,2022-03-10 07:20:51 Eastern Standard Time,2022-03-10,07:20:51,-0400,1193497953933152256,bosonprotocol,Boson Protocol 🪄📦,,@aollivier82 @CathyHackl @decentraland @Threedium @MikeToner It's between 24-27th March🌟,en,[],[],[],0,1,3,[],[],https://twitter.com/BosonProtocol/status/1501895859415486464,False,,0,,,,,,,,"[{'screen_name': 'aollivier82', 'name': '🌐 Alix Ollivier 🏗️', 'id': '871655001051070467'}, {'screen_name': 'CathyHackl', 'name': 'CathyHackl.eth- Godmother Of The Metaverse', 'id': '719472337'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}, {'screen_name': 'Threedium', 'name': 'Threedium', 'id': '889771471584800768'}, {'screen_name': 'MikeToner', 'name': 'MIKΞ TONΞR 🦁', 'id': '3620341'}]",,,,
1501893061311438848,1501609465518469128,2022-03-10 07:09:44 Eastern Standard Time,2022-03-10,07:09:44,-0400,1193497953933152256,bosonprotocol,Boson Protocol 🪄📦,,@JulienParedes_ @decentraland 💚🌻,und,[],[],[],0,0,2,[],[],https://twitter.com/BosonProtocol/status/1501893061311438848,False,,0,,,,,,,,"[{'screen_name': 'JulienParedes_', 'name': 'Julien Paredes', 'id': '1395484460225900545'}, {'screen_name': 'decentraland', 'name': 'Decentraland', 'id': '3291830170'}]",,,,
